,Unnamed: 0,Name,Category,total_revenue2018,total_revenue2019,total_revenue2020,operating_income2018,operating_income2019,operating_income2020,net_income2018,net_income2019,net_income2020,diluted_EPS2018,diluted_EPS2019,diluted_EPS2020,EBITDA2018,EBITDA2019,EBITDA2020,total_assets2018,total_assets2019,total_assets2020,total_liability2018,total_liability2019,total_liability2020,total_equity2018,total_equity2019,total_equity2020,total_liability_shareholders2018,total_liability_shareholders2019,total_liability_shareholders2020,total_debt2018,total_debt2019,total_debt2020,book_value2018,book_value2019,book_value2020,cash_operating2018,cash_operating2019,cash_operating2020,cash_investing2018,cash_investing2019,cash_investing2020,cash_financing2018,cash_financing2019,cash_financing2020,free_cash_flow2018,free_cash_flow2019,free_cash_flow2020,price_to_earning2018,price_to_earning2019,price_to_earning2020,price_to_sales2018,price_to_sales2019,price_to_sales2020,price_to_cash_flow2018,price_to_cash_flow2019,price_to_cash_flow2020,price_to_book2018,price_to_book2019,price_to_book2020,entreprise_value2018,entreprise_value2019,entreprise_value2020,entreprise_value_EBITDA2018,entreprise_value_EBITDA2019,entreprise_value_EBITDA2020,return_asset2018,return_asset2019,return_asset2020,return_equity2018,return_equity2019,return_equity2020,return_capital2018,return_capital2019,return_capital2020,gross_margin2018,gross_margin2019,gross_margin2020,operating_margin2018,operating_margin2019,operating_margin2020,EBITDA_margin2018,EBITDA_margin2019,EBITDA_margin2020,net_margin2018,net_margin2019,net_margin2020,quick_ratio2018,quick_ratio2019,quick_ratio2020,current_ratio2018,current_ratio2019,current_ratio2020,inventory_turnover2018,inventory_turnover2019,inventory_turnover2020,asset_turnover2018,asset_turnover2019,asset_turnover2020,debt_assets2018,debt_assets2019,debt_assets2020,debt_equity2018,debt_equity2019,debt_equity2020,long_term_debt2018,long_term_debt2019,long_term_debt2020
130,130,NURO,Medical,16.09M,9.27M,7.38M,12.29M,8.51M,1.34M,23.61K,3.77M,2.09M,0.02,3.9,0.02,12.12M,8.39M,1.25M,13.99M,6.89M,7.99M,7.89M,4.36M,2.75M,6.10M,2.53M,5.25M,13.99M,6.89M,7.99M,1.88M,1.51M,1.06M,8.26,1.81,1.38,2.86M,3.62M,2.07M,143.58K,48.08K,0,18.62K,15.11K,4.17M,2.72M,3.67M,2.07M,447.06,,,0.66,0.45,1.29,3.69,,,0.92,2.38,2.28,5.65M,2.54M,5.36M,,,,0.17,39.7,28.11,0.39,87.46,53.8,0.32,79.06,45.7,45.89,44.66,71.15,76.39,91.82,18.23,75.34,90.48,17.01,0.15,40.69,28.36,1.32,1.24,2.64,1.76,1.58,3.1,3.04,2.55,1.92,1.15,0.98,0.99,0.13,0.22,0.13,0.31,0.59,0.2,0.09,0.13,0.06
131,131,NUVA,Medical,1.10B,1.17B,1.05B,102.35M,121.06M,50.19M,12.48M,65.23M,37.15M,0.24,1.23,0.24,232.12M,256.65M,191.13M,1.71B,1.89B,2.69B,873.33M,970.08M,1.77B,834.52M,915.21M,923.62M,1.71B,1.89B,2.69B,602.53M,703.60M,1.53B,16.19,17.55,17.89,219.18M,235.29M,185.91M,161.28M,134.48M,281.93M,14.58M,6.64M,736.66M,117.26M,112.41M,80.18M,207.89,63.03,,2.36,3.52,2.76,11.84,17.47,15.58,3.06,4.41,3.15,3.08B,4.60B,3.40B,13.27,17.62,17.17,0.75,3.63,1.62,1.53,7.46,4.04,0.89,4.28,2.18,67.16,61.97,56.28,9.29,10.36,4.78,21.07,21.97,18.19,1.13,5.58,3.54,1.92,2.18,1.51,3.44,3.69,1.87,1.39,1.52,1.5,0.66,0.65,0.46,0.35,0.37,0.57,0.72,0.77,1.66,0.35,0.37,0.33
132,132,NUWE,Medical,5.00M,5.51M,7.44M,17.04M,18.11M,17.03M,17.03M,18.11M,15.84M,1.26K,278.95,1.26K,16.80M,17.87M,16.65M,8.78M,5.60M,20.01M,2.84M,3.61M,3.69M,5.94M,1.99M,16.32M,8.78M,5.60M,20.01M,0,447.00K,339.00K,346.84,12.77,5.96,14.56M,16.37M,16.57M,198.00K,490.00K,267.00K,4.65M,12.66M,30.02M,14.76M,16.86M,16.87M,,,,0.55,0.38,1.54,,,,0.59,2.02,1.17,2.72M,1.26M,2.60M,,,,125.09,251.97,123.65,153.62,457.08,173,153.62,442.51,169.57,26.57,51.73,54.52,340.86,328.54,228.84,336.21,324.21,223.79,340.78,328.69,212.82,2.28,0.67,4.35,2.86,1.2,5.17,2.26,1.54,1.42,0.37,0.77,0.58,0,0.08,0.02,0,0.22,0.02,0,0.05,0.01
133,133,NVCN,Medical,1.66M,2.14M,2.06M,29.52M,30.64M,36.73M,102.48M,35.95M,30.21M,72.37,5.52,72.37,29.16M,29.98M,35.92M,13.33M,10.11M,17.88M,21.66M,24.55M,15.90M,8.33M,14.45M,1.98M,13.33M,10.11M,17.88M,14.62M,15.57M,8.66M,2.97,1.66,0.07,21.63M,24.53M,31.99M,677.35K,272.84K,367.81K,13.11M,20.76M,40.40M,21.81M,24.78M,32.35M,,,,5.18,16.54,7.81,,,,,,14.12,13.98M,45.68M,11.81M,,,,768.92,316.19,214.53,,,,2.11K,,1.40K,57.1,47.42,37.96,1.78K,1.43K,1.78K,1.76K,1.40K,1.74K,6.17K,1.68K,1.47K,1.95,0.5,1.94,2,0.54,2.05,2.24,2.53,1.74,0.12,0.19,0.15,1.1,1.54,0.48,1.75,1.08,4.38,0.99,0.86,0.46
134,134,NVCR,Medical,248.07M,351.32M,494.37M,33.67M,587.00K,30.81M,63.56M,7.23M,19.81M,0.69,0.07,0.69,24.67M,7.81M,39.96M,339.79M,479.45M,1.05B,227.53M,261.66M,575.46M,112.26M,217.79M,476.53M,339.79M,479.45M,1.05B,149.27M,168.20M,450.68M,1.2,2.19,4.66,1.86M,26.62M,99.15M,5.49M,51.67M,472.85M,69.37M,61.68M,440.21M,8.58M,16.14M,84.18M,,,951.29,12.39,23.32,38.11,,307.82,190.02,27.81,38.51,37.16,2.98B,8.03B,18.44B,,1.03K,460.86,21.01,1.77,2.59,56.29,4.38,5.71,26.91,2.25,3.04,66.71,74.87,78.54,13.57,0.17,6.23,9.94,2.22,8.08,25.62,2.06,4.01,4.63,4.82,8.56,4.98,5.1,8.8,3.7,3.82,4.15,0.82,0.86,0.65,0.44,0.35,0.43,1.33,0.77,0.95,0.44,0.34,0.42
135,135,NVNO,Medical,186.55K,31.24K,0,7.54M,7.09M,9.14M,13.04M,7.63M,9.14M,43.67,12.1,43.67,7.40M,6.69M,8.75M,3.56M,3.43M,10.54M,1.52M,2.44M,3.44M,2.04M,989.94K,7.10M,3.56M,3.43M,10.54M,0,856.63K,880.65K,4.34,1.38,2.79,6.36M,5.63M,7.39M,12.42K,363.89K,180.29K,9.03M,5.37M,14.79M,6.37M,6.00M,7.57M,,,,74.03,277.45,,,,,8.49,9.96,3.1,11.07M,8.22M,2.72M,,,,451.75,218.07,130.77,,503.93,225.91,,424.3,205.07,,,,4.04K,22.68K,,3.97K,21.41K,,6.99K,24.41K,,1.9,0.76,3,1.9,0.76,3,,,,0.06,0.01,0,0,0.25,0.08,0,0.87,0.12,0,0.17,0.02
136,136,NVRO,Medical,387.29M,390.25M,362.05M,58.14M,96.48M,62.85M,49.20M,103.69M,83.06M,1.64,3.37,1.64,54.26M,88.68M,54.67M,463.12M,469.64M,789.43M,217.63M,253.29M,400.97M,245.48M,216.35M,388.46M,463.12M,469.64M,789.43M,152.39M,184.24M,331.11M,8.11,6.86,11.23,5.71M,50.23M,1.19M,6.43M,32.33M,369.87M,7.75M,32.09M,346.90M,13.93M,53.70M,4.83M,,,,3.02,9.28,16.1,,,4.89K,4.79,17.14,15.41,1.06B,3.57B,5.57B,,,,10.73,22.23,13.19,19.89,44.9,27.47,12.42,26.09,17.6,69.57,68.76,69.02,15.01,24.72,17.36,14.01,22.72,15.1,12.7,26.57,22.94,5.64,4.68,2.8,7.11,5.98,3.15,1.24,1.33,1.28,0.84,0.84,0.58,0.33,0.39,0.42,0.62,0.85,0.85,0.33,0.38,0.2
137,137,NVST,Medical,2.84B,2.75B,2.28B,322.10M,290.50M,214.80M,230.70M,217.60M,33.30M,1.45,1.6,1.45,452.10M,458.60M,377.90M,5.84B,6.16B,6.88B,1.02B,2.62B,3.15B,4.83B,3.54B,3.72B,5.84B,6.16B,6.88B,0,1.54B,1.98B,30.4,22.31,23.25,400.10M,397.50M,283.90M,75.50M,78.40M,69.10M,324.60M,107.70M,492.50M,327.90M,319.70M,236.20M,,18.58,166.24,,1.47,2.43,,10.17,19.5,,1.33,1.45,,5.37B,6.63B,,11.25,17.04,3.9,3.63,0.51,4.7,5.2,0.92,4.7,4.41,0.68,56.59,55.1,53.11,11.32,10.56,9.41,15.89,16.67,16.56,8.11,7.91,1.46,0.79,1.02,0.79,1.23,1.41,0.94,4.45,4.44,3.93,0.48,0.46,0.35,0,0.25,0.29,0,0.43,0.53,0,0.24,0.15
138,138,NYMX,Medical,299.00K,116.00K,5.00K,10.64M,13.33M,11.72M,10.59M,13.16M,11.74M,0.18,0.19,0.18,10.64M,13.32M,11.71M,8.94M,6.08M,4.93M,1.07M,2.04M,2.20M,7.87M,4.04M,2.73M,8.94M,6.08M,4.93M,0,147.00K,426.00K,0.12,0.06,0.04,7.80M,7.43M,10.04M,36.00K,0,13.00K,14.93M,4.72M,8.42M,7.84M,7.43M,10.05M,,,,264.92,1.31K,36.62K,,,,10.77,38.81,70.72,71.27M,146.37M,179.90M,,,,199.12,175.24,213.22,288.78,221.08,346.71,288.78,221.02,328.7,52.83,42.24,160,3.56K,11.49K,234.40K,3.56K,11.48K,234.22K,3.54K,11.35K,234.76K,7.43,2.6,2.11,7.47,2.61,2.13,5.04,2.09,0.46,0.06,0.02,0,0,0.02,0.09,0,0.04,0.16,0,0,0.07
139,139,NYXH,Medical,0,0,84.42K,10.23M,8.52M,14.29M,10.38M,9.49M,14.98M,0.48,0.44,0.48,10.12M,8.03M,13.54M,20.55M,17.06M,139.58M,8.60M,14.41M,20.67M,11.95M,2.65M,118.92M,20.55M,17.06M,139.58M,6.65M,9.65M,14.12M,0.56,0.12,5.38,9.30M,6.70M,8.58M,85.74K,6.50M,13.08M,17.15M,822.79K,127.46M,9.39M,6.75M,9.27M,,,,,,4.14K,,,,,,3.59,,,251.06M,,,,62.35,55.64,18.94,121.21,358.07,24.27,71.56,82.54,20.54,,,842.03,,,16.93K,,,16.03K,,,17.75K,8.77,1.82,14.69,8.77,1.82,14.7,,,23.64,0,0,0,0.32,0.57,0.1,0.56,3.64,0.12,0.31,0.52,0.09
140,140,OCDX,Medical,1.79B,1.80B,1.77B,170.80M,145.00M,107.80M,248.80M,156.90M,211.90M,1.12,0.7,1.12,503.00M,472.30M,433.70M,3.69B,3.59B,3.40B,4.34B,4.40B,4.41B,654.70M,812.80M,1.01B,3.69B,3.59B,3.40B,3.65B,3.64B,3.75B,2.94,3.65,4.31,69.60M,143.00M,46.10M,87.10M,68.50M,45.40M,8.20M,64.40M,55.80M,9.60M,76.80M,2.00M,,,,,,,,,,,,,,,,,,,,4.31,6.06,,,,,5.72,8.13,42.58,42.08,42.08,9.56,8.05,6.1,28.14,26.22,24.56,13.92,8.71,12,0.87,0.83,0.92,1.33,1.2,1.37,,4.03,3.84,,0.5,0.51,0.99,1.01,1.1,5.57,4.48,3.71,0.95,0.97,1.05
141,141,OCX,Medical,0,0,1.22M,14.58M,22.24M,31.67M,15.75M,22.43M,29.93M,0.42,0.44,0.42,14.02M,21.89M,31.27M,9.52M,39.86M,55.42M,6.09M,9.02M,21.94M,3.42M,30.84M,33.48M,9.52M,39.86M,55.42M,1.72M,5.94M,8.63M,0.08,0.54,0.48,11.65M,19.71M,25.98M,31.00K,12.41M,11.75M,12.11M,47.87M,22.80M,11.68M,20.63M,27.21M,,,,,,128.69,,,,16.39,4.16,4.93,45.49M,98.90M,157.31M,,,,159.66,90.84,62.83,402.61,130.91,93.07,324.19,113.91,80.12,,,52.55,,,2.60K,,,2.57K,,,2.46K,1.55,5.17,1.03,1.55,5.17,1.03,,,,0,0,0.03,0.18,0.15,0.16,0.5,0.19,0.26,0.06,0.11,0.11
0,0,ABBV,pharma_major,32.75B,33.27B,45.80B,12.14B,13.91B,15.63B,5.66B,7.84B,4.56B,3.66,5.28,3.66,13.90B,15.93B,22.10B,59.35B,89.11B,150.56B,67.80B,97.29B,137.47B,8.45B,8.17B,13.10B,59.35B,89.11B,150.56B,40.31B,67.09B,87.06B,5.71,5.53,7.41,13.43B,13.32B,17.59B,1.01B,596.00M,37.56B,14.40B,18.71B,11.50B,12.79B,12.77B,16.79B,25.19,16.75,39.35,4.35,3.95,3.91,10.61,9.86,10.19,,,14.46,174.78B,158.56B,257.87B,12.57,9.93,11.62,8.69,10.56,3.8,,,185.81,18.07,19.22,6.22,76.93,77.14,69.18,37.06,41.83,34.12,42.45,47.89,48.25,17.27,23.57,9.95,0.89,3.06,0.73,0.98,3.18,0.84,4.71,4.45,5.51,0.5,0.45,0.38,0.68,0.75,0.58,4.77,8.21,6.65,0.59,0.71,0.52
1,1,ABVC,pharma_major,6.96K,701.72K,483.05K,2.78M,3.46M,8.51M,5.58M,3.64M,9.79M,0.48,0.21,0.48,2.74M,3.40M,8.47M,5.94M,10.99M,14.77M,11.28M,7.05M,8.94M,5.34M,3.94M,5.82M,5.94M,10.99M,14.77M,10.01M,4.97M,6.77M,0.49,0.2,0.27,2.25M,3.31M,6.04M,156.37K,35.30K,751.30K,2.25M,3.26M,10.07M,2.25M,3.31M,6.04M,,,,60.07K,108.97,208.16,,,,,21.45,18.66,427.94M,81.31M,101.54M,,,,93.86,65.69,76.02,,,186.3,,,132.07,3.19K,89.28,88.44,40.03K,492.9,1.76K,39.40K,485.05,1.75K,80.15K,518.98,2.03K,0.05,0.13,1.27,0.05,0.13,1.27,173.66,,,0,0.13,0.04,1.69,0.45,0.46,1.87,1.26,1.16,0.04,0.02,0.28
2,2,ACER,pharma_major,0,0,0,21.71M,28.40M,22.30M,21.28M,29.42M,22.89M,2.49,2.91,2.49,21.69M,28.34M,22.23M,50.66M,21.47M,14.61M,5.58M,3.10M,6.39M,45.08M,18.37M,8.22M,50.66M,21.47M,14.61M,0,589.67K,364.31K,4.47,1.82,0.62,16.59M,29.51M,17.03M,95.63K,178.97K,10.90K,42.71M,92.27K,10.72M,16.68M,29.69M,17.04M,,,,,,,,,,4.5,2.2,4.22,130.46M,28.98M,23.74M,,,,56.72,81.57,126.86,63.13,92.72,172.11,63.13,92.25,169.45,,,,,,,,,,,,,7.66,4.65,1.05,7.66,4.65,1.05,,,,0,0,0,0,0.03,0.02,0,0.03,0.04,0,0.02,0.01
3,3,ACIU,pharma_major,7.35M,111.15M,16.44M,50.63M,44.24M,66.71M,52.06M,45.73M,65.97M,0.84,0.64,0.84,49.65M,45.95M,64.61M,199.39M,309.03M,270.08M,19.21M,27.68M,26.32M,180.18M,281.35M,243.77M,199.39M,309.03M,270.08M,525.46K,3.00M,2.51M,2.67,3.92,3.39,45.04M,55.57M,63.41M,32.73M,67.30M,30.18M,111.76M,49.93M,855.52K,46.94M,53.67M,65.23M,,13.16,,79.5,5.45,22.61,,10.9,,3.54,2.18,1.53,395.75M,310.78M,118.69M,,6.76,,31.1,14.8,22.78,34.7,16.25,25.13,34.63,16.15,24.94,,,,688.77,39.8,405.76,675.41,41.34,393.01,708.24,41.14,401.28,14.75,16.72,16.53,14.75,16.72,16.53,,,,0.04,0.36,0.06,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01
4,4,ADAG,pharma_major,1.51M,480.00K,700.91K,17.33M,19.17M,43.15M,15.27M,16.43M,42.40M,0.32,0.38,0.32,16.43M,18.35M,42.29M,54.61M,106.09M,91.43M,10.49M,8.70M,19.20M,44.13M,97.39M,72.23M,54.61M,106.09M,91.43M,2.33M,2.56M,7.98M,0.92,1.29,2.34,14.26M,18.15M,28.53M,29.51M,24.86M,7.07M,51.06M,69.69M,4.44M,14.78M,18.31M,29.46M,,,,,,,,,,,,,,,,,,,,20.45,42.93,,23.22,49.99,,22.98,48.7,,,,1.15K,3.99K,6.16K,1.09K,3.82K,6.03K,1.01K,3.42K,6.05K,5.01,14.47,4.9,5.01,14.47,4.9,,,,,0.01,0.01,0.04,0.02,0.09,0.05,0.03,0.11,0,0.01,0.03
5,5,ADCT,pharma_major,1.80M,2.34M,0,91.67M,117.74M,218.46M,89.86M,116.48M,246.29M,28.66K,1.74,28.66K,91.33M,116.10M,216.49M,271.95M,137.68M,513.69M,22.78M,26.53M,178.19M,249.17M,111.16M,335.50M,271.95M,137.68M,513.69M,0,5.03M,115.08M,65.74K,1.66,4.37,74.95M,121.58M,168.73M,3.25M,2.25M,2.83M,197.24M,100.51M,494.97M,75.60M,121.94M,169.53M,,,,,,,,,,,,7.32,,,1.77B,,,,33.04,,75.62,36.07,,110.28,36.07,,87.8,,,,5.08K,5.03K,,5.07K,4.96K,,4.98K,4.98K,,12.91,6.15,11.14,12.91,6.15,11.14,,,,0.01,,0,0,0.04,0.22,0,0.05,0.34,0,0.03,0.22
6,6,ADIL,pharma_major,0,0,0,6.99M,8.24M,10.93M,11.63M,8.59M,10.89M,2.44,0.87,2.44,6.99M,8.24M,10.93M,4.70M,7.68M,5.49M,257.97K,539.05K,1.51M,4.44M,7.14M,3.99M,4.70M,7.68M,5.49M,0,0,0,0.65,0.69,0.28,2.50M,6.34M,7.63M,0,0,350.00K,6.35M,9.25M,5.61M,2.50M,6.34M,7.63M,,,,,,,,,,7.91,3.5,6.14,20.50M,16.97M,16.79M,,,,491.42,138.81,165.41,675.5,148.36,195.8,675.5,148.36,195.8,,,,,,,,,,,,,18.19,14.24,3.41,18.19,14.24,3.41,,,,0,0,0,0,0,0,0,0,0,0,0,0
7,7,ADMP,pharma_major,15.09M,22.11M,16.53M,40.35M,30.00M,29.16M,39.01M,27.51M,49.39M,1,0.52,1,37.25M,27.04M,25.55M,58.36M,47.84M,31.28M,11.67M,14.84M,27.78M,46.69M,33.00M,3.50M,58.36M,47.84M,31.28M,2.58M,4.08M,6.86M,0.99,0.53,0.04,32.66M,19.89M,20.90M,3.54M,2.87M,946.21K,37.13M,12.29M,19.89M,36.19M,22.75M,21.60M,,,,5.83,1.69,2.28,,,,2.28,1.31,13.02,71.25M,32.57M,37.63M,,,,71.08,57.51,122.63,90.46,83.37,249.86,87.83,79.79,229.66,14.51,29.1,9.58,267.47,135.67,176.43,246.93,122.27,154.59,258.55,124.41,298.84,1.93,1.26,0.47,2.21,1.47,0.63,5.05,7.61,5.77,0.27,0.46,0.41,0.04,0.09,0.22,0.06,0.12,1.96,0,0.03,0.06
8,8,ADXN,pharma_major,6.85M,2.85M,3.87M,1.46M,14.70M,13.30M,1.68M,14.87M,13.70M,0.43,0.56,0.43,1.45M,14.36M,12.90M,42.82M,34.11M,22.76M,3.02M,7.75M,6.30M,39.81M,26.36M,16.45M,42.82M,34.11M,22.76M,0,568.23K,641.89K,9.04,5.94,3.64,1.76M,9.63M,13.01M,63.09K,43.52K,63.30K,38.23M,374.38K,85.87K,1.75M,9.66M,13.08M,,,,,,15.39,,,,,,3.68,,,39.08M,,,,7.31,38.67,48.18,8.16,44.96,64,8.16,44.83,63.29,,,,21.25,515.38,343.55,21.21,503.6,333.13,24.54,521.61,353.76,18.06,5.7,5.32,18.06,5.7,5.32,,,,0.3,0.07,0.14,0,0.02,0.03,0,0.02,0.04,0,0.01,0.01
9,9,AGE,pharma_major,1.40M,1.73M,1.87M,10.45M,12.56M,10.67M,7.50M,12.15M,10.87M,0.21,0.33,0.21,9.91M,11.61M,8.99M,10.67M,7.44M,3.92M,2.44M,4.83M,9.32M,8.23M,2.62M,5.40M,10.67M,7.44M,3.92M,0,1.96M,6.30M,0.21,0.06,0.14,8.00M,10.16M,7.82M,1.33M,361.00K,20.00K,6.00M,6.26M,5.96M,8.02M,10.80M,7.84M,,,,74.78,39.26,30.65,,,,14.39,30.89,,98.47M,67.84M,62.75M,,,,73.9,134.2,191.17,101.88,251.51,,101.88,217.17,858.89,39.76,42.22,1.5,748.21,726.79,571.25,709.89,671.76,481.21,537.39,703.36,581.64,3.22,1.23,0.43,3.22,1.23,0.43,,,,0.14,0.19,0.33,0,0.26,1.6,0,0.75,1.17,0,0.21,0.99
10,10,AKRO,pharma_major,0,0,0,13.78M,45.63M,80.15M,81.71M,43.76M,79.21M,3.04,2.9,3.04,13.78M,45.63M,79.94M,77.15M,138.12M,273.34M,2.34M,9.39M,14.63M,74.81M,128.73M,258.71M,77.15M,138.12M,273.34M,0,0,1.70M,1.85,4.51,7.45,4.63M,35.63M,70.67M,5.00M,71.51M,9.76M,85.01M,95.99M,202.97M,4.63M,35.63M,70.81M,,,,,,,,,,,4.93,3.46,,198.09M,545.06M,,,,210.04,40.65,38.5,217.19,43,40.89,217.19,43,40.73,,,,,,,,,,,,,32.93,14.73,20.7,32.93,14.73,20.7,,,,0,0,0,0,0,0.01,0,0,0.01,0,0,0.01
11,11,AKTX,pharma_major,0,0,0,22.69M,24.87M,21.35M,16.47M,16.85M,17.08M,1.07,0.92,1.07,22.66M,24.85M,21.34M,8.03M,6.48M,14.60M,4.92M,6.47M,5.22M,3.11M,7.60K,9.38M,8.03M,6.48M,14.60M,0,0,0,0.2,0,0.24,22.58M,12.92M,16.95M,0,0,0,306.23K,12.65M,25.07M,22.58M,12.92M,16.95M,,,,,,,,,,7.98,5.15K,7.58,18.74M,26.31M,44.39M,,,,88.82,259.98,159.59,162.51,221.72K,448.82,162.51,221.72K,448.82,,,,,,,,,,,,,1.4,1,2.79,1.4,1,2.79,,,,0,0,0,0,0,0,0,0,0,0,0,0
12,12,ALGS,pharma_major,0,0,0,13.66M,54.04M,97.83M,13.93M,52.26M,108.54M,0.36,1.36,0.36,12.37M,51.74M,94.51M,107.73M,146.52M,268.97M,121.48M,211.41M,48.93M,13.75M,64.89M,220.04M,107.73M,146.52M,268.97M,114.38M,196.41M,13.01M,0.36,1.69,6.01,6.05M,46.77M,73.00M,69.29M,6.79M,32.76M,99.89M,85.53M,191.08M,8.56M,49.55M,75.06M,,,,,,,,,,,,4.6,,,781.10M,,,,,41.11,52.25,,,139.92,,45.76,60.37,,,,,,,,,,,,,12.33,8.7,8.26,12.33,8.7,8.26,,,,,0,0,1.06,1.34,0.05,8.32,3.03,0.06,1.05,1.32,0.04
13,13,ALLK,pharma_major,0,0,0,45.72M,91.42M,157.06M,43.54M,85.37M,153.48M,2.2,1.89,2.2,45.48M,89.91M,154.72M,191.26M,516.89M,719.62M,7.26M,21.17M,65.22M,183.99M,495.72M,654.39M,191.26M,516.89M,719.62M,0,8.52M,43.27M,4.37,10.19,12.33,38.45M,63.01M,114.39M,151.05M,311.97M,3.90M,138.75M,381.16M,279.31M,45.40M,63.78M,115.02M,,,,,,,,,,11.96,9.36,11.36,857.76M,3.82B,6.31B,,,,31.29,24.11,24.82,32.47,25.12,26.69,32.47,24.82,25.56,,,,,,,,,,,,,34.55,38.27,29.81,34.55,38.27,29.81,,,,0,0,0,0,0.02,0.06,0,0.02,0.07,0,0.02,0.06
14,14,ALNA,pharma_major,0,0,0,35.59M,46.92M,31.99M,35.65M,47.34M,32.84M,1.72,2.13,1.72,35.52M,46.76M,31.22M,65.23M,34.11M,38.93M,15.77M,16.91M,16.36M,49.46M,17.20M,22.57M,65.23M,34.11M,38.93M,9.98M,10.49M,10.53M,2.38,0.7,0.44,31.84M,43.10M,27.59M,318.00K,122.00K,632.00K,694.00K,11.59M,33.26M,32.16M,43.22M,28.25M,,,,,,,,,,2.29,3.93,2.88,61.38M,41.04M,17.10M,,,,44.15,95.31,89.94,53.88,142.04,165.19,48.23,114.57,117.28,,,,,,,,,,,,,11.19,3.03,6.08,11.19,3.03,6.08,,,,0,0,0,0.15,0.31,0.27,0.2,0.61,0.47,0.15,0.18,0.26
15,15,ALRN,pharma_major,0,0,0,31.90M,29.96M,20.50M,31.55M,29.37M,21.16M,2.14,1.2,2.14,31.68M,29.80M,20.33M,30.31M,28.12M,16.34M,10.71M,12.07M,4.18M,19.60M,16.05M,12.16M,30.31M,28.12M,16.34M,5.34M,5.03M,387.00K,1.33,0.58,0.28,27.93M,26.10M,15.44M,24.69M,2.81M,6.41M,2.52M,23.59M,10.77M,32.35M,26.25M,15.45M,,,,,,,,,,0.63,0.99,3.75,3.00M,787.82K,22.25M,,,,76.02,100.52,95.17,93.62,164.77,150,86.74,128.88,128.17,,,,,,,,,,,,,4.05,3.35,4.12,4.05,3.35,4.12,,,,0,0,0,0.18,0.18,0.02,0.27,0.31,0.03,0.18,0.16,0.01
16,16,ALZN,pharma_major,0,0,0,5.01M,4.42M,4.95M,4.86M,4.41M,5.05M,0.06,0.05,0.06,5.01M,4.42M,4.95M,1.50M,1.81M,2.91M,1.18M,992.31K,899.64K,316.92K,821.71K,2.01M,1.50M,1.81M,2.91M,0,0,335.30K,0,0.01,0.03,1.05M,2.35M,2.71M,234.09K,105.00K,100.92K,308.72K,2.29M,4.45M,1.05M,2.35M,2.71M,,,,,,,,,,,,,,,,,,,248.28,266.08,213.54,368.9,774.66,356.06,368.9,774.66,356.06,,,,,,,,,,,,,1.27,1.83,2.85,1.27,1.83,2.85,,,,0,0,0,0,0,0.12,0,0,0.17,0,0,0
17,17,AMRX,pharma_major,1.66B,1.63B,1.99B,291.78M,1.51M,156.31M,20.92M,361.92M,91.06M,0.16,2.74,0.16,429.18M,208.75M,391.70M,4.35B,3.67B,4.01B,3.46B,3.32B,3.65B,896.36M,346.79M,356.74M,4.35B,3.67B,4.01B,2.69B,2.77B,2.95B,3.96,1.58,2.05,195.28M,1.71M,379.00M,407.79M,23.12M,320.85M,354.05M,42.29M,135.11M,112.19M,45.48M,322.56M,,,7.47,1.04,0.39,0.34,8.82,373.46,1.8,3.41,3.06,2.23,4.59B,3.37B,3.33B,10.69,15.81,8.35,0.73,9.03,2.37,6.05,98.25,34.02,1.01,11.79,2.96,43.08,29.46,33.27,17.55,0.09,7.85,25.81,12.84,19.66,1.26,22.25,4.57,1.5,1.51,1.57,2.32,2.2,2.29,3.07,2.74,3.05,0.58,0.41,0.52,0.62,0.76,0.74,3,7.99,8.26,0.61,0.75,0.72
18,18,AMYT,pharma_major,17.05M,58.12M,182.61M,17.99M,32.77M,45.44M,30.41M,63.00M,104.53M,3.32,4.15,3.32,17.63M,20.49M,977.00K,80.76M,527.10M,536.59M,84.45M,395.26M,470.45M,3.69M,131.83M,66.14M,80.76M,527.10M,536.59M,17.15M,180.09M,193.92M,0.21,4.27,1.85,15.69M,43.63M,16.20M,234.77K,24.33M,2.47M,3.54M,72.19M,36.81M,15.77M,44.21M,14.70M,,,,,2.11,2.46,,,27.73,,1.89,7.66,,235.49M,524.25M,,,,34.38,11.95,19.52,269.27,47.79,106.95,115.92,20.23,36.81,72.5,37.76,36,105.51,56.39,24.89,103.36,35.26,0.54,178.34,108.39,57.24,1.42,1,1.6,1.6,1.57,2.01,2.73,0.62,2.76,0.19,0.11,0.34,0.21,0.34,0.36,4.64,1.37,2.93,0.21,0.34,0.36
